@relation yprop_4_1_splits

@attribute type {TRAIN,TEST}
@attribute rowid numeric
@attribute repeat numeric
@attribute fold numeric

@data
TEST,2589,0,0
TEST,2069,0,0
TEST,6567,0,0
TEST,385,0,0
TEST,3434,0,0
TEST,378,0,0
TEST,666,0,0
TEST,6335,0,0
TEST,5087,0,0
TEST,7467,0,0
TEST,2752,0,0
TEST,7223,0,0
TEST,5569,0,0
TEST,1922,0,0
TEST,4409,0,0
TEST,3332,0,0
TEST,6006,0,0
TEST,8489,0,0
TEST,278,0,0
TEST,6444,0,0
TEST,2865,0,0
TEST,7176,0,0
TEST,264,0,0
TEST,5640,0,0
TEST,6794,0,0
TEST,1514,0,0
TEST,627,0,0
TEST,8520,0,0
TEST,1738,0,0
TEST,3010,0,0
TEST,5351,0,0
TEST,8453,0,0
TEST,3081,0,0
TEST,7289,0,0
TEST,1040,0,0
TEST,3177,0,0
TEST,7058,0,0
TEST,407,0,0
TEST,4613,0,0
TEST,3280,0,0
TEST,4794,0,0
TEST,6305,0,0
TEST,6107,0,0
TEST,2433,0,0
TEST,3501,0,0
TEST,5637,0,0
TEST,3952,0,0
TEST,4249,0,0
TEST,5259,0,0
TEST,4914,0,0
TEST,3849,0,0
TEST,3336,0,0
TEST,6932,0,0
TEST,6875,0,0
TEST,4906,0,0
TEST,7865,0,0
TEST,4863,0,0
TEST,8288,0,0
TEST,5501,0,0
TEST,4717,0,0
TEST,5936,0,0
TEST,7990,0,0
TEST,1896,0,0
TEST,7159,0,0
TEST,7770,0,0
TEST,2142,0,0
TEST,1274,0,0
TEST,5623,0,0
TEST,1685,0,0
TEST,4160,0,0
TEST,954,0,0
TEST,5102,0,0
TEST,1180,0,0
TEST,6086,0,0
TEST,6816,0,0
TEST,1269,0,0
TEST,3393,0,0
TEST,3570,0,0
TEST,1122,0,0
TEST,6519,0,0
TEST,4220,0,0
TEST,5418,0,0
TEST,4807,0,0
TEST,6500,0,0
TEST,4712,0,0
TEST,3611,0,0
TEST,7804,0,0
TEST,7145,0,0
TEST,7285,0,0
TEST,4270,0,0
TEST,4867,0,0
TEST,7088,0,0
TEST,7721,0,0
TEST,6747,0,0
TEST,3553,0,0
TEST,6120,0,0
TEST,4479,0,0
TEST,2556,0,0
TEST,536,0,0
TEST,606,0,0
TEST,5114,0,0
TEST,7351,0,0
TEST,8833,0,0
TEST,5443,0,0
TEST,4048,0,0
TEST,4943,0,0
TEST,1878,0,0
TEST,3053,0,0
TEST,217,0,0
TEST,2881,0,0
TEST,4538,0,0
TEST,6426,0,0
TEST,3189,0,0
TEST,4814,0,0
TEST,2729,0,0
TEST,6274,0,0
TEST,8474,0,0
TEST,2885,0,0
TEST,6594,0,0
TEST,6707,0,0
TEST,5551,0,0
TEST,334,0,0
TEST,4228,0,0
TEST,2613,0,0
TEST,8179,0,0
TEST,7475,0,0
TEST,2360,0,0
TEST,6259,0,0
TEST,3042,0,0
TEST,4730,0,0
TEST,6660,0,0
TEST,3980,0,0
TEST,7976,0,0
TEST,1079,0,0
TEST,4736,0,0
TEST,2094,0,0
TEST,6421,0,0
TEST,862,0,0
TEST,2738,0,0
TEST,4350,0,0
TEST,4917,0,0
TEST,6057,0,0
TEST,3566,0,0
TEST,8342,0,0
TEST,5711,0,0
TEST,3830,0,0
TEST,5986,0,0
TEST,4944,0,0
TEST,5726,0,0
TEST,4875,0,0
TEST,2741,0,0
TEST,208,0,0
TEST,4089,0,0
TEST,5560,0,0
TEST,4734,0,0
TEST,5424,0,0
TEST,269,0,0
TEST,3394,0,0
TEST,7371,0,0
TEST,7728,0,0
TEST,7620,0,0
TEST,8708,0,0
TEST,5821,0,0
TEST,7629,0,0
TEST,3446,0,0
TEST,4382,0,0
TEST,4331,0,0
TEST,2028,0,0
TEST,3921,0,0
TEST,8366,0,0
TEST,7085,0,0
TEST,4175,0,0
TEST,2587,0,0
TEST,7520,0,0
TEST,4132,0,0
TEST,737,0,0
TEST,2575,0,0
TEST,4769,0,0
TEST,5506,0,0
TEST,5903,0,0
TEST,5605,0,0
TEST,1048,0,0
TEST,1857,0,0
TEST,5906,0,0
TEST,4149,0,0
TEST,7516,0,0
TEST,8705,0,0
TEST,3775,0,0
TEST,7182,0,0
TEST,1996,0,0
TEST,2429,0,0
TEST,4630,0,0
TEST,3108,0,0
TEST,3784,0,0
TEST,1107,0,0
TEST,5260,0,0
TEST,6332,0,0
TEST,5342,0,0
TEST,3493,0,0
TEST,6171,0,0
TEST,4608,0,0
TEST,1251,0,0
TEST,7774,0,0
TEST,6535,0,0
TEST,841,0,0
TEST,4891,0,0
TEST,7908,0,0
TEST,6907,0,0
TEST,3729,0,0
TEST,7570,0,0
TEST,1151,0,0
TEST,8713,0,0
TEST,4043,0,0
TEST,6646,0,0
TEST,4239,0,0
TEST,5810,0,0
TEST,3140,0,0
TEST,6629,0,0
TEST,7551,0,0
TEST,2480,0,0
TEST,1697,0,0
TEST,6939,0,0
TEST,3554,0,0
TEST,2040,0,0
TEST,4949,0,0
TEST,2554,0,0
TEST,3684,0,0
TEST,8468,0,0
TEST,7496,0,0
TEST,7839,0,0
TEST,6842,0,0
TEST,4362,0,0
TEST,1707,0,0
TEST,1013,0,0
TEST,2390,0,0
TEST,2796,0,0
TEST,6124,0,0
TEST,776,0,0
TEST,2940,0,0
TEST,1992,0,0
TEST,70,0,0
TEST,8246,0,0
TEST,1368,0,0
TEST,8526,0,0
TEST,5110,0,0
TEST,5820,0,0
TEST,3912,0,0
TEST,7729,0,0
TEST,6778,0,0
TEST,7321,0,0
TEST,3920,0,0
TEST,778,0,0
TEST,1725,0,0
TEST,2835,0,0
TEST,8539,0,0
TEST,7209,0,0
TEST,4028,0,0
TEST,8756,0,0
TEST,499,0,0
TEST,5563,0,0
TEST,806,0,0
TEST,4221,0,0
TEST,4553,0,0
TEST,6127,0,0
TEST,5233,0,0
TEST,111,0,0
TEST,1131,0,0
TEST,7124,0,0
TEST,5544,0,0
TEST,2918,0,0
TEST,3867,0,0
TEST,8730,0,0
TEST,1728,0,0
TEST,1150,0,0
TEST,5061,0,0
TEST,7244,0,0
TEST,7746,0,0
TEST,3642,0,0
TEST,1145,0,0
TRAIN,5720,0,1
TRAIN,6236,0,1
TRAIN,1152,0,1
TRAIN,1772,0,1
TRAIN,4459,0,1
TRAIN,4327,0,1
TRAIN,1065,0,1
TRAIN,109,0,1
TRAIN,7885,0,1
TRAIN,8379,0,1
TRAIN,8282,0,1
TRAIN,1342,0,1
TRAIN,7290,0,1
TRAIN,6173,0,1
TRAIN,8123,0,1
TRAIN,4007,0,1
TRAIN,2592,0,1
TRAIN,393,0,1
TRAIN,1422,0,1
TRAIN,7425,0,1
TRAIN,4083,0,1
TRAIN,5246,0,1
TRAIN,34,0,1
TRAIN,6904,0,1
TRAIN,889,0,1
TRAIN,946,0,1
TRAIN,2297,0,1
TRAIN,6054,0,1
TRAIN,4779,0,1
TRAIN,2214,0,1
TRAIN,3669,0,1
TRAIN,917,0,1
TRAIN,1789,0,1
TRAIN,4503,0,1
TRAIN,8405,0,1
TRAIN,6805,0,1
TRAIN,6299,0,1
TRAIN,1355,0,1
TRAIN,6027,0,1
TRAIN,188,0,1
TRAIN,4453,0,1
TRAIN,6549,0,1
TRAIN,7314,0,1
TRAIN,7702,0,1
TRAIN,8191,0,1
TRAIN,2891,0,1
TRAIN,7198,0,1
TRAIN,5279,0,1
TRAIN,4010,0,1
TRAIN,3164,0,1
TRAIN,1845,0,1
TRAIN,1721,0,1
TRAIN,6785,0,1
TRAIN,2883,0,1
TRAIN,181,0,1
TRAIN,6435,0,1
TRAIN,4063,0,1
TRAIN,2571,0,1
TRAIN,1090,0,1
TRAIN,2070,0,1
TRAIN,4496,0,1
TRAIN,4361,0,1
TRAIN,4858,0,1
TRAIN,3682,0,1
TRAIN,7799,0,1
TRAIN,3174,0,1
TRAIN,310,0,1
TRAIN,638,0,1
TRAIN,6404,0,1
TRAIN,8494,0,1
TRAIN,4786,0,1
TRAIN,3107,0,1
TRAIN,7950,0,1
TRAIN,6062,0,1
TRAIN,7052,0,1
TRAIN,5401,0,1
TRAIN,1509,0,1
TRAIN,4693,0,1
TRAIN,8006,0,1
TRAIN,1600,0,1
TRAIN,4242,0,1
TRAIN,2871,0,1
TRAIN,7929,0,1
TRAIN,5367,0,1
TRAIN,325,0,1
TRAIN,235,0,1
TRAIN,384,0,1
TRAIN,3169,0,1
TRAIN,8682,0,1
TRAIN,2971,0,1
TRAIN,5796,0,1
TRAIN,2065,0,1
TRAIN,5099,0,1
TRAIN,4955,0,1
TRAIN,2850,0,1
TRAIN,6576,0,1
TRAIN,6326,0,1
TRAIN,8154,0,1
TRAIN,4441,0,1
TRAIN,4470,0,1
TRAIN,289,0,1
TRAIN,1397,0,1
TRAIN,4190,0,1
TRAIN,6184,0,1
TRAIN,4801,0,1
TRAIN,6784,0,1
TRAIN,1142,0,1
TRAIN,8467,0,1
TRAIN,445,0,1
TRAIN,1787,0,1
TRAIN,8500,0,1
TRAIN,8466,0,1
TRAIN,7019,0,1
TRAIN,5859,0,1
TRAIN,5947,0,1
TRAIN,6937,0,1
TRAIN,7569,0,1
TRAIN,5195,0,1
TRAIN,7706,0,1
TRAIN,4937,0,1
TRAIN,319,0,1
TRAIN,1451,0,1
TRAIN,4551,0,1
TRAIN,7457,0,1
TRAIN,4880,0,1
TRAIN,4665,0,1
TRAIN,2981,0,1
TRAIN,1942,0,1
TRAIN,4679,0,1
TRAIN,8318,0,1
TRAIN,7716,0,1
TRAIN,4597,0,1
TRAIN,3897,0,1
TRAIN,6268,0,1
TRAIN,4651,0,1
TRAIN,4264,0,1
TRAIN,4024,0,1
TRAIN,8396,0,1
TRAIN,4619,0,1
TRAIN,7212,0,1
TRAIN,3344,0,1
TRAIN,5066,0,1
TRAIN,1384,0,1
TRAIN,1285,0,1
TRAIN,2809,0,1
TRAIN,1225,0,1
TRAIN,8400,0,1
TRAIN,2385,0,1
TRAIN,5601,0,1
TRAIN,500,0,1
TRAIN,8027,0,1
TRAIN,8668,0,1
TRAIN,517,0,1
TRAIN,240,0,1
TRAIN,2938,0,1
TRAIN,7316,0,1
TRAIN,3580,0,1
TRAIN,1645,0,1
TRAIN,5831,0,1
TRAIN,4272,0,1
TRAIN,3824,0,1
TRAIN,2083,0,1
TRAIN,7257,0,1
TRAIN,8271,0,1
TRAIN,1952,0,1
TRAIN,518,0,1
TRAIN,1166,0,1
TRAIN,3628,0,1
TRAIN,1242,0,1
TRAIN,2195,0,1
TRAIN,2994,0,1
TRAIN,1138,0,1
TRAIN,3407,0,1
TRAIN,5822,0,1
TRAIN,2485,0,1
TRAIN,2901,0,1
TRAIN,1985,0,1
TRAIN,6793,0,1
TRAIN,8656,0,1
TRAIN,3250,0,1
TRAIN,3607,0,1
TRAIN,814,0,1
TRAIN,6557,0,1
TRAIN,727,0,1
TRAIN,8541,0,1
TRAIN,8770,0,1
TRAIN,8378,0,1
TRAIN,4332,0,1
TRAIN,1402,0,1
TRAIN,8459,0,1
TRAIN,3484,0,1
TRAIN,6163,0,1
TRAIN,292,0,1
TRAIN,8573,0,1
TRAIN,6832,0,1
TRAIN,3672,0,1
TRAIN,4090,0,1
TRAIN,3298,0,1
TRAIN,122,0,1
TRAIN,3035,0,1
TRAIN,5951,0,1
TRAIN,8484,0,1
TRAIN,6751,0,1
TRAIN,4696,0,1
TRAIN,754,0,1
TRAIN,3770,0,1
TRAIN,2977,0,1
TRAIN,1593,0,1
TRAIN,4972,0,1
TRAIN,7867,0,1
TRAIN,3880,0,1
TRAIN,431,0,1
TRAIN,8162,0,1
TRAIN,8102,0,1
TRAIN,6311,0,1
TRAIN,6771,0,1
TRAIN,5546,0,1
TRAIN,5790,0,1
TRAIN,7219,0,1
TRAIN,5407,0,1
TRAIN,2998,0,1
TRAIN,6882,0,1
TRAIN,5388,0,1
TRAIN,2878,0,1
TRAIN,5732,0,1
TRAIN,4767,0,1
TRAIN,6223,0,1
TRAIN,5686,0,1
TRAIN,4462,0,1
TRAIN,7340,0,1
TRAIN,5689,0,1
TRAIN,6097,0,1
TRAIN,456,0,1
TRAIN,6270,0,1
TRAIN,5396,0,1
TRAIN,5018,0,1
TRAIN,3630,0,1
TRAIN,7070,0,1
TRAIN,3552,0,1
TRAIN,2530,0,1
TRAIN,460,0,1
TRAIN,2868,0,1
TRAIN,4438,0,1
TRAIN,7188,0,1
TRAIN,4096,0,1
TRAIN,7631,0,1
TRAIN,6145,0,1
TRAIN,492,0,1
TRAIN,8641,0,1
TRAIN,604,0,1
TRAIN,8091,0,1
TRAIN,2753,0,1
TRAIN,3372,0,1
TRAIN,1854,0,1
TRAIN,7395,0,1
TRAIN,3508,0,1
TRAIN,6168,0,1
TRAIN,8431,0,1
TRAIN,6595,0,1
TRAIN,4791,0,1
TRAIN,7267,0,1
TRAIN,2671,0,1
TRAIN,1831,0,1
TRAIN,7102,0,1
TRAIN,3802,0,1
TRAIN,4214,0,1
TRAIN,177,0,1
TRAIN,8631,0,1
TRAIN,5625,0,1
TRAIN,2058,0,1
TRAIN,2061,0,1
TRAIN,1664,0,1
TRAIN,3275,0,1
TRAIN,1824,0,1
TRAIN,1533,0,1
TRAIN,7816,0,1
TRAIN,355,0,1
TRAIN,5876,0,1
TRAIN,2158,0,1
TRAIN,7111,0,1
TRAIN,2880,0,1
TRAIN,6528,0,1
TRAIN,2077,0,1
TRAIN,5598,0,1
TRAIN,4548,0,1
TRAIN,1085,0,1
TRAIN,2910,0,1
TRAIN,2141,0,1
TRAIN,6580,0,1
TRAIN,4204,0,1
TRAIN,2095,0,1
TRAIN,986,0,1
TRAIN,960,0,1
TRAIN,1202,0,1
TRAIN,8728,0,1
TRAIN,2474,0,1
TRAIN,1696,0,1
TRAIN,5253,0,1
TRAIN,5465,0,1
TRAIN,8105,0,1
TRAIN,7221,0,1
TRAIN,8777,0,1
TRAIN,3771,0,1
TRAIN,3813,0,1
TRAIN,3917,0,1
TRAIN,8128,0,1
TRAIN,5225,0,1
TRAIN,5610,0,1
TRAIN,2700,0,1
TRAIN,642,0,1
TRAIN,291,0,1
TRAIN,3942,0,1
TRAIN,5781,0,1
TRAIN,7963,0,1
TRAIN,7468,0,1
TRAIN,4529,0,1
TRAIN,3260,0,1
TRAIN,5428,0,1
TRAIN,4208,0,1
TRAIN,5085,0,1
TRAIN,1018,0,1
TRAIN,8011,0,1
TRAIN,3009,0,1
TRAIN,8384,0,1
TRAIN,8609,0,1
TRAIN,8805,0,1
TRAIN,1104,0,1
TRAIN,2310,0,1
TRAIN,3833,0,1
TRAIN,2213,0,1
TRAIN,4315,0,1
TRAIN,2199,0,1
TRAIN,1282,0,1
TRAIN,2770,0,1
TRAIN,873,0,1
TRAIN,547,0,1
TRAIN,7999,0,1
TRAIN,8,0,1
TRAIN,7563,0,1
TRAIN,201,0,1
TRAIN,3865,0,1
TRAIN,1301,0,1
TRAIN,4215,0,1
TRAIN,2377,0,1
TRAIN,1435,0,1
TRAIN,8726,0,1
TRAIN,43,0,1
TRAIN,7649,0,1
TRAIN,1311,0,1
TRAIN,6688,0,1
TRAIN,4450,0,1
TRAIN,5957,0,1
TRAIN,1462,0,1
TRAIN,7562,0,1
TRAIN,1213,0,1
TRAIN,8086,0,1
TRAIN,1458,0,1
TRAIN,2323,0,1
TRAIN,6445,0,1
TRAIN,3591,0,1
TRAIN,7511,0,1
TRAIN,7283,0,1
TRAIN,2519,0,1
TRAIN,441,0,1
TRAIN,8863,0,1
TRAIN,3138,0,1
TRAIN,22,0,1
TRAIN,6577,0,1
TRAIN,4934,0,1
TRAIN,348,0,1
TRAIN,8322,0,1
TRAIN,3687,0,1
TRAIN,2225,0,1
TRAIN,8180,0,1
TRAIN,14,0,1
TRAIN,5376,0,1
TRAIN,6209,0,1
TRAIN,3815,0,1
TRAIN,658,0,1
TRAIN,1432,0,1
TRAIN,6903,0,1
TRAIN,1418,0,1
TRAIN,3720,0,1
TRAIN,411,0,1
TRAIN,148,0,1
TRAIN,2491,0,1
TRAIN,1028,0,1
TRAIN,4841,0,1
TRAIN,4886,0,1
TRAIN,1049,0,1
TRAIN,4081,0,1
TRAIN,1724,0,1
TRAIN,8418,0,1
TRAIN,6968,0,1
TRAIN,6303,0,1
TRAIN,2574,0,1
TRAIN,5447,0,1
TRAIN,1872,0,1
TRAIN,6729,0,1
TRAIN,650,0,1
TRAIN,3649,0,1
TRAIN,2800,0,1
TRAIN,2420,0,1
TRAIN,6197,0,1
TRAIN,2605,0,1
TRAIN,6241,0,1
TRAIN,608,0,1
TRAIN,6301,0,1
TRAIN,8640,0,1
TRAIN,5562,0,1
TRAIN,417,0,1
TRAIN,2419,0,1
TRAIN,2654,0,1
TRAIN,3273,0,1
TRAIN,5581,0,1
TRAIN,6116,0,1
TRAIN,1398,0,1
TRAIN,7522,0,1
TRAIN,8377,0,1
TRAIN,3342,0,1
TRAIN,8087,0,1
TRAIN,4667,0,1
TRAIN,972,0,1
TRAIN,8018,0,1
TRAIN,7422,0,1
TRAIN,2342,0,1
TRAIN,1570,0,1
TRAIN,5296,0,1
TRAIN,7803,0,1
TRAIN,1099,0,1
TRAIN,8446,0,1
TRAIN,2521,0,1
TRAIN,8284,0,1
TRAIN,732,0,1
TRAIN,4610,0,1
TRAIN,4133,0,1
TRAIN,645,0,1
TRAIN,4245,0,1
TRAIN,6165,0,1
TRAIN,8422,0,1
TRAIN,2913,0,1
TRAIN,1703,0,1
TRAIN,4294,0,1
TRAIN,2088,0,1
TRAIN,8616,0,1
TRAIN,3665,0,1
TRAIN,8867,0,1
TRAIN,1649,0,1
TRAIN,2555,0,1
TRAIN,3616,0,1
TRAIN,41,0,1
TRAIN,6376,0,1
TRAIN,258,0,1
TRAIN,5884,0,1
TRAIN,5914,0,1
TRAIN,3923,0,1
TRAIN,7972,0,1
TRAIN,6783,0,1
TRAIN,3212,0,1
TRAIN,6140,0,1
TRAIN,4319,0,1
TRAIN,8698,0,1
TRAIN,3977,0,1
TRAIN,8721,0,1
TRAIN,3818,0,1
TRAIN,5731,0,1
TRAIN,5082,0,1
TRAIN,2059,0,1
TRAIN,2443,0,1
TRAIN,2001,0,1
TRAIN,1634,0,1
TRAIN,6909,0,1
TRAIN,4064,0,1
TRAIN,1496,0,1
TRAIN,8056,0,1
TRAIN,3178,0,1
TRAIN,8624,0,1
TRAIN,6106,0,1
TRAIN,6852,0,1
TRAIN,2318,0,1
TRAIN,7960,0,1
TRAIN,8000,0,1
TRAIN,6706,0,1
TRAIN,2451,0,1
TRAIN,5030,0,1
TRAIN,7846,0,1
TRAIN,7032,0,1
TRAIN,3012,0,1
TRAIN,4961,0,1
TRAIN,6788,0,1
TRAIN,2607,0,1
TRAIN,5875,0,1
TRAIN,4768,0,1
TRAIN,3437,0,1
TRAIN,4119,0,1
TRAIN,1658,0,1
TRAIN,4418,0,1
TRAIN,3263,0,1
TRAIN,6858,0,1
TRAIN,4607,0,1
TRAIN,6244,0,1
TRAIN,2259,0,1
TRAIN,3376,0,1
TRAIN,2886,0,1
TRAIN,1460,0,1
TRAIN,7261,0,1
TRAIN,3191,0,1
TRAIN,1271,0,1
TRAIN,2976,0,1
TRAIN,7632,0,1
TRAIN,1847,0,1
TRAIN,4760,0,1
TRAIN,5003,0,1
TRAIN,5353,0,1
TRAIN,8717,0,1
TRAIN,7055,0,1
TRAIN,8067,0,1
TRAIN,6044,0,1
TRAIN,8727,0,1
TRAIN,97,0,1
TRAIN,1067,0,1
TRAIN,2995,0,1
TRAIN,3248,0,1
TRAIN,3306,0,1
TRAIN,461,0,1
TRAIN,971,0,1
TRAIN,6638,0,1
TRAIN,5429,0,1
TRAIN,2681,0,1
TRAIN,7377,0,1
TRAIN,2513,0,1
TRAIN,8347,0,1
TRAIN,7517,0,1
TRAIN,4445,0,1
TRAIN,2373,0,1
TRAIN,6698,0,1
TRAIN,5304,0,1
TRAIN,1973,0,1
TRAIN,6255,0,1
TRAIN,2523,0,1
TRAIN,6436,0,1
TRAIN,8226,0,1
TRAIN,8621,0,1
TRAIN,3927,0,1
TRAIN,2367,0,1
TRAIN,693,0,1
TRAIN,1411,0,1
TRAIN,6046,0,1
TRAIN,6803,0,1
TRAIN,1195,0,1
TRAIN,5973,0,1
TRAIN,1678,0,1
TRAIN,2817,0,1
TRAIN,2249,0,1
TRAIN,4435,0,1
TRAIN,6000,0,1
TRAIN,7460,0,1
TRAIN,1154,0,1
TRAIN,7350,0,1
TRAIN,8331,0,1
TRAIN,8799,0,1
TRAIN,3567,0,1
TRAIN,7463,0,1
TRAIN,884,0,1
TRAIN,4377,0,1
TRAIN,3749,0,1
TRAIN,7452,0,1
TRAIN,5655,0,1
TRAIN,2619,0,1
TRAIN,7362,0,1
TRAIN,8806,0,1
TRAIN,4996,0,1
TRAIN,250,0,1
TRAIN,136,0,1
TRAIN,8485,0,1
TRAIN,3457,0,1
TRAIN,2369,0,1
TRAIN,7594,0,1
TRAIN,1877,0,1
TRAIN,8655,0,1
TRAIN,1484,0,1
TRAIN,2471,0,1
TRAIN,6639,0,1
TRAIN,7272,0,1
TRAIN,1601,0,1
TRAIN,2449,0,1
TRAIN,8083,0,1
TRAIN,6699,0,1
TRAIN,2618,0,1
TRAIN,6700,0,1
TRAIN,7537,0,1
TRAIN,1775,0,1
TRAIN,2548,0,1
TRAIN,413,0,1
TRAIN,8196,0,1
TRAIN,1836,0,1
TRAIN,4415,0,1
TRAIN,1446,0,1
TRAIN,4486,0,1
TRAIN,3305,0,1
TRAIN,5266,0,1
TRAIN,5729,0,1
TRAIN,330,0,1
TRAIN,7597,0,1
TRAIN,314,0,1
TRAIN,6945,0,1
TRAIN,5646,0,1
TRAIN,1373,0,1
TRAIN,4849,0,1
TRAIN,4854,0,1
TRAIN,2589,0,1
TRAIN,2069,0,1
TRAIN,6567,0,1
TRAIN,385,0,1
TRAIN,3434,0,1
TRAIN,378,0,1
TRAIN,666,0,1
TRAIN,6335,0,1
TRAIN,5087,0,1
TRAIN,7467,0,1
TRAIN,2752,0,1
TRAIN,7223,0,1
TRAIN,5569,0,1
TRAIN,1922,0,1
TRAIN,4409,0,1
TRAIN,3332,0,1
TRAIN,6006,0,1
TRAIN,8489,0,1
TRAIN,278,0,1
TRAIN,6444,0,1
TRAIN,2865,0,1
TRAIN,7176,0,1
TRAIN,264,0,1
TRAIN,5640,0,1
TRAIN,6794,0,1
TRAIN,1514,0,1
TRAIN,627,0,1
TRAIN,8520,0,1
TRAIN,1738,0,1
TRAIN,3010,0,1
TRAIN,5351,0,1
TRAIN,8453,0,1
TRAIN,3081,0,1
TRAIN,7289,0,1
TRAIN,1040,0,1
TRAIN,3177,0,1
TRAIN,7058,0,1
TRAIN,407,0,1
TRAIN,4613,0,1
TRAIN,3280,0,1
TRAIN,4794,0,1
TRAIN,6305,0,1
TRAIN,6107,0,1
TRAIN,2433,0,1
TRAIN,3501,0,1
TRAIN,5637,0,1
TRAIN,3952,0,1
TRAIN,4249,0,1
TRAIN,5259,0,1
TRAIN,4914,0,1
TRAIN,3849,0,1
TRAIN,3336,0,1
TRAIN,6932,0,1
TRAIN,6875,0,1
TRAIN,4906,0,1
TRAIN,7865,0,1
TRAIN,4863,0,1
TRAIN,8288,0,1
TRAIN,5501,0,1
TRAIN,4717,0,1
TRAIN,5936,0,1
TRAIN,7990,0,1
TRAIN,1896,0,1
TRAIN,7159,0,1
TRAIN,7770,0,1
TRAIN,2142,0,1
TRAIN,1274,0,1
TRAIN,5623,0,1
TRAIN,1685,0,1
TRAIN,4160,0,1
TRAIN,954,0,1
TRAIN,5102,0,1
TRAIN,1180,0,1
TRAIN,6086,0,1
TRAIN,6816,0,1
TRAIN,1269,0,1
TRAIN,3393,0,1
TRAIN,3570,0,1
TRAIN,1122,0,1
TRAIN,6519,0,1
TRAIN,4220,0,1
TRAIN,5418,0,1
TRAIN,4807,0,1
TRAIN,6500,0,1
TRAIN,4712,0,1
TRAIN,3611,0,1
TRAIN,7804,0,1
TRAIN,7145,0,1
TRAIN,7285,0,1
TRAIN,4270,0,1
TRAIN,4867,0,1
TRAIN,7088,0,1
TRAIN,7721,0,1
TRAIN,6747,0,1
TRAIN,3553,0,1
TRAIN,6120,0,1
TRAIN,4479,0,1
TRAIN,2556,0,1
TRAIN,536,0,1
TRAIN,606,0,1
TRAIN,5114,0,1
TRAIN,7351,0,1
TRAIN,8833,0,1
TRAIN,5443,0,1
TRAIN,4048,0,1
TRAIN,4943,0,1
TRAIN,1878,0,1
TRAIN,3053,0,1
TRAIN,217,0,1
TRAIN,2881,0,1
TRAIN,4538,0,1
TRAIN,6426,0,1
TRAIN,3189,0,1
TRAIN,4814,0,1
TRAIN,2729,0,1
TRAIN,6274,0,1
TRAIN,8474,0,1
TRAIN,2885,0,1
TRAIN,6594,0,1
TRAIN,6707,0,1
TRAIN,5551,0,1
TRAIN,334,0,1
TRAIN,4228,0,1
TRAIN,2613,0,1
TRAIN,8179,0,1
TRAIN,7475,0,1
TRAIN,2360,0,1
TRAIN,6259,0,1
TRAIN,3042,0,1
TRAIN,4730,0,1
TRAIN,6660,0,1
TRAIN,3980,0,1
TRAIN,7976,0,1
TRAIN,1079,0,1
TRAIN,4736,0,1
TRAIN,2094,0,1
TRAIN,6421,0,1
TRAIN,862,0,1
TRAIN,2738,0,1
TRAIN,4350,0,1
TRAIN,4917,0,1
TRAIN,6057,0,1
TRAIN,3566,0,1
TRAIN,8342,0,1
TRAIN,5711,0,1
TRAIN,3830,0,1
TRAIN,5986,0,1
TRAIN,4944,0,1
TRAIN,5726,0,1
TRAIN,4875,0,1
TRAIN,2741,0,1
TRAIN,208,0,1
TRAIN,4089,0,1
TRAIN,5560,0,1
TRAIN,4734,0,1
TRAIN,5424,0,1
TRAIN,269,0,1
TRAIN,3394,0,1
TRAIN,7371,0,1
TRAIN,7728,0,1
TRAIN,7620,0,1
TRAIN,8708,0,1
TRAIN,5821,0,1
TRAIN,7629,0,1
TRAIN,3446,0,1
TRAIN,4382,0,1
TRAIN,4331,0,1
TRAIN,2028,0,1
TRAIN,3921,0,1
TRAIN,8366,0,1
TRAIN,7085,0,1
TRAIN,4175,0,1
TRAIN,2587,0,1
TRAIN,7520,0,1
TRAIN,4132,0,1
TRAIN,737,0,1
TRAIN,2575,0,1
TRAIN,4769,0,1
TRAIN,5506,0,1
TRAIN,5903,0,1
TRAIN,5605,0,1
TRAIN,1048,0,1
TRAIN,1857,0,1
TRAIN,5906,0,1
TRAIN,4149,0,1
TRAIN,7516,0,1
TRAIN,8705,0,1
TRAIN,3775,0,1
TRAIN,7182,0,1
TRAIN,1996,0,1
TRAIN,2429,0,1
TRAIN,4630,0,1
TRAIN,3108,0,1
TRAIN,3784,0,1
TRAIN,1107,0,1
TRAIN,5260,0,1
TRAIN,6332,0,1
TRAIN,5342,0,1
TRAIN,3493,0,1
TRAIN,6171,0,1
TRAIN,4608,0,1
TRAIN,1251,0,1
TRAIN,7774,0,1
TRAIN,6535,0,1
TRAIN,841,0,1
TRAIN,4891,0,1
TRAIN,7908,0,1
TRAIN,6907,0,1
TRAIN,3729,0,1
TRAIN,7570,0,1
TRAIN,1151,0,1
TRAIN,8713,0,1
TRAIN,4043,0,1
TRAIN,6646,0,1
TRAIN,4239,0,1
TRAIN,5810,0,1
TRAIN,3140,0,1
TRAIN,6629,0,1
TRAIN,7551,0,1
TRAIN,2480,0,1
TRAIN,1697,0,1
TRAIN,6939,0,1
TRAIN,3554,0,1
TRAIN,2040,0,1
TRAIN,4949,0,1
TRAIN,2554,0,1
TRAIN,3684,0,1
TRAIN,8468,0,1
TRAIN,7496,0,1
TRAIN,7839,0,1
TRAIN,6842,0,1
TRAIN,4362,0,1
TRAIN,1707,0,1
